Category,City,Country,Customer ID,Customer Name,Sum of Discount,Order Date,Order ID,Count of Postal Code,Product ID,Product Name,Sum of Profit,Sum of Quantity,Region,Count of Row ID,Sum of Sales,Segment,Ship Mode,State,Sub-Category,Year,Quarter,Month,Day
Furniture,Anaheim,United States,KD-16615,Ken Dana,0,2015-09-13 00:00:00,US-2015-129007,1,FUR-FU-10004973,Flat Face Poster Frame,55.3896,7,West,1,131.88,Corporate,First Class,California,Furnishings,2015,Qtr 3,September,15
Furniture,Anaheim,United States,WB-21850,William Brown,0.2,2016-12-11 00:00:00,CA-2016-165330,1,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",-31.843,5,West,1,363.92,Consumer,Same Day,California,Chairs,2016,Qtr 4,December,11
Furniture,Anaheim,United States,WB-21850,William Brown,0.2,2016-12-11 00:00:00,CA-2016-165330,1,FUR-TA-10004619,Hon Non-Folding Utility Tables,111.517,7,West,1,892.136,Consumer,Same Day,California,Tables,2016,Qtr 4,December,11
Furniture,Andover,United States,PS-18760,Pamela Stobb,0,2016-03-09 00:00:00,CA-2016-153269,1,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",88.725,5,East,1,354.9,Consumer,First Class,Massachusetts,Chairs,2016,Qtr 1,March,12
Furniture,Apopka,United States,CK-12205,Chloris Kastensmidt,0.2,2014-07-28 00:00:00,CA-2014-131541,1,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",12.9888,6,South,1,129.888,Consumer,Same Day,Florida,Furnishings,2014,Qtr 3,July,28
Furniture,Apple Valley,United States,AJ-10795,Anthony Johnson,0.15,2017-07-17 00:00:00,CA-2017-142342,1,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",210.735,5,West,1,1194.165,Corporate,Second Class,California,Bookcases,2017,Qtr 3,July,19
Furniture,Apple Valley,United States,PK-19075,Pete Kriz,0.2,2016-12-16 00:00:00,CA-2016-118332,1,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,7.049,5,West,1,563.92,Consumer,Standard Class,California,Chairs,2016,Qtr 4,December,23
Furniture,Arlington,United States,BF-11020,Barry Französisch,0.3,2017-09-08 00:00:00,US-2017-124779,1,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",-39.637,5,Central,1,213.43,Corporate,First Class,Texas,Chairs,2017,Qtr 3,September,11
Furniture,Arlington,United States,BF-11020,Barry Französisch,0.6,2017-09-08 00:00:00,US-2017-124779,1,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,-11.6512,2,Central,1,21.184,Corporate,First Class,Texas,Furnishings,2017,Qtr 3,September,11
Furniture,Arlington,United States,CB-12025,Cassandra Brandow,0.3,2015-08-24 00:00:00,CA-2015-146563,1,FUR-TA-10001768,Hon Racetrack Conference Tables,-118.1295,5,Central,1,918.785,Consumer,Standard Class,Texas,Tables,2015,Qtr 3,August,28
Furniture,Arlington,United States,KH-16510,Keith Herrera,0,2015-06-18 00:00:00,CA-2015-133242,1,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",19.4688,3,South,1,60.84,Consumer,Standard Class,Virginia,Furnishings,2015,Qtr 2,June,24
Furniture,Arlington,United States,LC-16960,Lindsay Castell,0,2016-10-20 00:00:00,CA-2016-105753,1,FUR-FU-10000246,Aluminum Document Frame,18.33,5,South,1,61.1,Home Office,Standard Class,Virginia,Furnishings,2016,Qtr 4,October,26
Furniture,Arlington,United States,LE-16810,Laurel Elliston,0,2016-05-19 00:00:00,CA-2016-157245,1,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,179.7488,2,South,1,641.96,Consumer,Standard Class,Virginia,Chairs,2016,Qtr 2,May,24
Furniture,Arlington,United States,MC-17590,Matt Collister,0.6,2014-11-25 00:00:00,CA-2014-127446,1,FUR-FU-10000221,"Master Caster Door Stop, Brown",-3.9624,3,Central,1,6.096,Corporate,Standard Class,Texas,Furnishings,2014,Qtr 4,November,30
Furniture,Arlington,United States,MC-17590,Matt Collister,0.3,2014-11-25 00:00:00,CA-2014-127446,1,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,-121.8735,5,Central,1,1218.735,Corporate,Standard Class,Texas,Tables,2014,Qtr 4,November,30
Furniture,Arlington,United States,MG-17875,Michael Grace,0,2015-09-22 00:00:00,CA-2015-134992,1,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",11.0354,2,South,1,47.98,Home Office,Second Class,Virginia,Furnishings,2015,Qtr 3,September,26
Furniture,Arlington,United States,MV-17485,Mark Van Huff,0,2017-02-06 00:00:00,CA-2017-122994,1,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",79.1934,3,South,1,359.97,Consumer,First Class,Virginia,Bookcases,2017,Qtr 1,February,9
Furniture,Arlington,United States,MZ-17515,Mary Zewe,0.6,2016-06-11 00:00:00,CA-2016-169922,1,FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",-9.0944,7,Central,1,12.544,Corporate,Standard Class,Texas,Furnishings,2016,Qtr 2,June,17
Furniture,Arlington,United States,SE-20110,Sanjit Engle,0,2016-02-02 00:00:00,CA-2016-158841,1,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,7.1022,7,South,1,18.69,Consumer,Second Class,Virginia,Furnishings,2016,Qtr 1,February,4
Furniture,Arlington,United States,TC-21535,Tracy Collins,0,2015-09-19 00:00:00,CA-2015-115847,1,FUR-BO-10003433,Sauder Cornerstone Collection Library,4.3372,2,South,1,61.96,Home Office,Second Class,Virginia,Bookcases,2015,Qtr 3,September,24
Furniture,Arvada,United States,BP-11185,Ben Peterman,0.2,2016-09-12 00:00:00,CA-2016-142902,1,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,52.5114,2,West,1,466.768,Corporate,Second Class,Colorado,Chairs,2016,Qtr 3,September,14
Furniture,Arvada,United States,BP-11185,Ben Peterman,0.2,2016-09-12 00:00:00,CA-2016-142902,1,FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",1.7136,1,West,1,15.232,Corporate,Second Class,Colorado,Furnishings,2016,Qtr 3,September,14
Furniture,Arvada,United States,BP-11185,Ben Peterman,0.2,2016-09-12 00:00:00,CA-2016-142902,1,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,3.5948,4,West,1,15.136,Corporate,Second Class,Colorado,Furnishings,2016,Qtr 3,September,14
Furniture,Athens,United States,XP-21865,Xylona Preis,0,2016-08-26 00:00:00,CA-2016-163174,1,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,41.0388,3,South,1,186.54,Consumer,Standard Class,Georgia,Furnishings,2016,Qtr 3,August,30
Furniture,Atlanta,United States,JH-15910,Jonathan Howell,0,2015-09-13 00:00:00,CA-2015-118843,1,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,12.993,3,South,1,129.93,Consumer,Standard Class,Georgia,Furnishings,2015,Qtr 3,September,20
Furniture,Atlanta,United States,SC-20380,Shahid Collister,0,2017-05-19 00:00:00,CA-2017-138975,1,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,374.6286,9,South,1,1628.82,Consumer,Standard Class,Georgia,Bookcases,2017,Qtr 2,May,23
Furniture,Atlanta,United States,SG-20470,Sheri Gordon,0,2014-07-26 00:00:00,CA-2014-116190,1,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",18.3276,2,South,1,67.88,Consumer,Standard Class,Georgia,Chairs,2014,Qtr 3,August,1
Furniture,Atlanta,United States,SG-20470,Sheri Gordon,0,2014-07-26 00:00:00,CA-2014-116190,1,FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",9.2556,3,South,1,25.71,Consumer,Standard Class,Georgia,Furnishings,2014,Qtr 3,August,1
Furniture,Auburn,United States,AM-10705,Anne McFarland,0,2016-09-18 00:00:00,CA-2016-145905,1,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,84.2352,1,South,1,350.98,Consumer,Standard Class,Alabama,Chairs,2016,Qtr 3,September,23
Furniture,Auburn,United States,AS-10135,Adrian Shami,0,2016-11-13 00:00:00,CA-2016-149461,1,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",1.5048,1,West,1,4.18,Home Office,Standard Class,Washington,Furnishings,2016,Qtr 4,November,19
Furniture,Auburn,United States,JG-15805,John Grady,0,2017-05-21 00:00:00,CA-2017-167899,1,FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,72.807,5,East,1,520.05,Corporate,Standard Class,New York,Furnishings,2017,Qtr 2,May,26
Furniture,Aurora,United States,BF-11020,Barry Französisch,0.3,2016-07-07 00:00:00,CA-2016-159940,1,FUR-CH-10000785,Global Ergonomic Managers Chair,-14.4784,2,Central,1,253.372,Corporate,Second Class,Illinois,Chairs,2016,Qtr 3,July,11
Furniture,Aurora,United States,BF-11020,Barry Französisch,0.6,2016-07-07 00:00:00,CA-2016-159940,1,FUR-FU-10004973,Flat Face Poster Frame,-27.1296,8,Central,1,60.288,Corporate,Second Class,Illinois,Furnishings,2016,Qtr 3,July,11
Furniture,Aurora,United States,CK-12760,Cyma Kinney,0.5,2017-10-09 00:00:00,US-2017-117247,1,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,-42.6528,3,Central,1,66.645,Corporate,Standard Class,Illinois,Tables,2017,Qtr 4,October,14
Furniture,Aurora,United States,CK-12760,Cyma Kinney,0.5,2017-10-09 00:00:00,US-2017-117247,1,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",-430.617,5,Central,1,652.45,Corporate,Standard Class,Illinois,Tables,2017,Qtr 4,October,14
Furniture,Aurora,United States,CL-12700,Craig Leslie,0.2,2016-09-24 00:00:00,CA-2016-108875,1,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,7.504,2,West,1,21.44,Home Office,Standard Class,Colorado,Furnishings,2016,Qtr 4,October,1
Furniture,Aurora,United States,DR-12940,Daniel Raglin,0.6,2016-11-29 00:00:00,CA-2016-160241,1,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",-302.72,4,Central,1,242.176,Home Office,Second Class,Illinois,Furnishings,2016,Qtr 4,December,4
Furniture,Aurora,United States,DS-13030,Darrin Sayre,0.2,2017-09-28 00:00:00,US-2017-125717,1,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,3.2776,1,West,1,32.776,Home Office,First Class,Colorado,Furnishings,2017,Qtr 4,October,1
Furniture,Aurora,United States,EH-14125,Eugene Hildebrand,0.3,2016-09-19 00:00:00,US-2016-156097,1,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,-50.098,2,Central,1,701.372,Home Office,Same Day,Illinois,Chairs,2016,Qtr 3,September,19
Furniture,Aurora,United States,GB-14530,George Bell,0.2,2015-09-11 00:00:00,CA-2015-126186,1,FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,4.004,4,West,1,24.64,Corporate,First Class,Colorado,Furnishings,2015,Qtr 3,September,12
Furniture,Aurora,United States,JK-16120,Julie Kriz,0.6,2016-09-03 00:00:00,US-2016-100566,1,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",-90.2484,3,Central,1,83.952,Home Office,Standard Class,Illinois,Furnishings,2016,Qtr 3,September,9
Furniture,Aurora,United States,LC-16870,Lena Cacioppo,0.2,2015-11-13 00:00:00,US-2015-156867,1,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",-3.8385,3,West,1,102.36,Consumer,Standard Class,Colorado,Furnishings,2015,Qtr 4,November,17
Furniture,Aurora,United States,LP-17095,Liz Preis,0.5,2017-01-30 00:00:00,CA-2017-121790,1,FUR-TA-10003469,Balt Split Level Computer Training Table,-47.175,1,Central,1,69.375,Consumer,Standard Class,Illinois,Tables,2017,Qtr 1,February,6
Furniture,Aurora,United States,MG-17875,Michael Grace,0.5,2015-06-22 00:00:00,CA-2015-124975,1,FUR-TA-10002645,Hon Rectangular Conference Tables,-525.6405,7,Central,1,796.425,Home Office,First Class,Illinois,Tables,2015,Qtr 2,June,25
Furniture,Aurora,United States,MM-18055,Michelle Moray,0.7,2015-11-20 00:00:00,US-2015-165743,1,FUR-BO-10002268,Sauder Barrister Bookcases,-247.7988,6,West,1,145.764,Consumer,Second Class,Colorado,Bookcases,2015,Qtr 4,November,23
Furniture,Aurora,United States,NC-18625,Noah Childs,0.2,2016-10-13 00:00:00,US-2016-100839,1,FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",4.368,3,West,1,24.96,Corporate,Standard Class,Colorado,Furnishings,2016,Qtr 4,October,17
Furniture,Aurora,United States,NC-18625,Noah Childs,0.5,2016-10-13 00:00:00,US-2016-100839,1,FUR-TA-10004575,Hon 5100 Series Wood Tables,-465.568,5,West,1,727.45,Corporate,Standard Class,Colorado,Tables,2016,Qtr 4,October,17
Furniture,Aurora,United States,NR-18550,Nick Radford,0.5,2014-06-07 00:00:00,CA-2014-106229,1,FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",-209.7693,3,Central,1,268.935,Consumer,Second Class,Illinois,Tables,2014,Qtr 2,June,11
Furniture,Aurora,United States,RR-19315,Ralph Ritter,0.3,2017-12-11 00:00:00,CA-2017-162565,1,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,-14.8704,2,Central,1,520.464,Consumer,Same Day,Illinois,Chairs,2017,Qtr 4,December,11
Furniture,Aurora,United States,RR-19315,Ralph Ritter,0.6,2017-12-11 00:00:00,CA-2017-162565,1,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,-66.062,1,Central,1,77.72,Consumer,Same Day,Illinois,Furnishings,2017,Qtr 4,December,11
Furniture,Aurora,United States,SW-20245,Scot Wooten,0.3,2017-10-10 00:00:00,CA-2017-111717,1,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,-47.8716,3,Central,1,239.358,Consumer,Standard Class,Illinois,Chairs,2017,Qtr 4,October,16
Furniture,Aurora,United States,ZC-21910,Zuschuss Carroll,0.3,2015-04-25 00:00:00,CA-2015-130365,1,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",-23.7822,3,Central,1,128.058,Consumer,Standard Class,Illinois,Chairs,2015,Qtr 2,April,29
Furniture,Austin,United States,AR-10345,Alex Russell,0.3,2015-09-10 00:00:00,CA-2015-139374,1,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,-2.5698,1,Central,1,179.886,Corporate,Standard Class,Texas,Chairs,2015,Qtr 3,September,14
Furniture,Austin,United States,AR-10825,Anthony Rawles,0.3,2016-09-05 00:00:00,US-2016-148110,1,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",-24.843,7,Central,1,347.802,Corporate,Standard Class,Texas,Chairs,2016,Qtr 3,September,11
Furniture,Austin,United States,JK-16120,Julie Kriz,0.6,2017-05-11 00:00:00,CA-2017-140298,1,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,-6.9965,1,Central,1,7.996,Home Office,Standard Class,Texas,Furnishings,2017,Qtr 2,May,17
Furniture,Bakersfield,United States,BG-11740,Bruce Geld,0.2,2017-11-03 00:00:00,CA-2017-135419,1,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",36.4776,4,West,1,486.368,Consumer,Standard Class,California,Tables,2017,Qtr 4,November,9
Furniture,Bakersfield,United States,GM-14500,Gene McClure,0,2016-05-06 00:00:00,CA-2016-137393,1,FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",14.144,4,West,1,41.6,Consumer,Standard Class,California,Furnishings,2016,Qtr 2,May,10
Furniture,Bakersfield,United States,JM-15535,Jessica Myrick,0.15,2015-07-17 00:00:00,CA-2015-138534,1,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",-13.7976,2,West,1,195.466,Consumer,Second Class,California,Bookcases,2015,Qtr 3,July,19
Furniture,Bakersfield,United States,PG-18820,Patrick Gardner,0.2,2017-09-29 00:00:00,CA-2017-140186,1,FUR-CH-10002961,"Leather Task Chair, Black",0,1,West,1,72.784,Consumer,First Class,California,Chairs,2017,Qtr 4,October,2
Furniture,Bakersfield,United States,PG-18820,Patrick Gardner,0,2017-09-29 00:00:00,CA-2017-140186,1,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",15.525,1,West,1,51.75,Consumer,First Class,California,Furnishings,2017,Qtr 4,October,2
Furniture,Baltimore,United States,AJ-10780,Anthony Jacobs,0,2017-05-14 00:00:00,US-2017-133361,1,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",23.5764,2,East,1,261.96,Corporate,First Class,Maryland,Chairs,2017,Qtr 2,May,17
Furniture,Baltimore,United States,HF-14995,Herbert Flentye,0,2016-09-03 00:00:00,US-2016-147711,1,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",31.0446,3,East,1,344.94,Consumer,Second Class,Maryland,Bookcases,2016,Qtr 3,September,8
Furniture,Baltimore,United States,HF-14995,Herbert Flentye,0,2016-09-03 00:00:00,US-2016-147711,1,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",4.2804,2,East,1,14.76,Consumer,Second Class,Maryland,Furnishings,2016,Qtr 3,September,8
Furniture,Baltimore,United States,JM-15250,Janet Martin,0,2017-04-21 00:00:00,CA-2017-128853,1,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",227.205,9,East,1,908.82,Consumer,First Class,Maryland,Chairs,2017,Qtr 2,April,23
Furniture,Baltimore,United States,KM-16225,Kalyca Meade,0,2015-12-10 00:00:00,US-2015-138093,1,FUR-CH-10000785,Global Ergonomic Managers Chair,141.1644,3,East,1,542.94,Corporate,Standard Class,Maryland,Chairs,2015,Qtr 4,December,16
Furniture,Baltimore,United States,KN-16450,Kean Nguyen,0,2017-11-08 00:00:00,CA-2017-155621,1,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,112.422,10,East,1,274.2,Corporate,Standard Class,Maryland,Furnishings,2017,Qtr 4,November,13
Furniture,Baltimore,United States,LA-16780,Laura Armstrong,0,2016-11-24 00:00:00,CA-2016-123806,1,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",85.1816,4,East,1,207.76,Corporate,Second Class,Maryland,Furnishings,2016,Qtr 4,November,27
Furniture,Baltimore,United States,LS-16975,Lindsay Shagiari,0,2017-11-28 00:00:00,CA-2017-117702,1,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,272.792,5,East,1,1049.2,Home Office,Standard Class,Maryland,Furnishings,2017,Qtr 4,December,4
Furniture,Baltimore,United States,LS-16975,Lindsay Shagiari,0,2017-11-28 00:00:00,CA-2017-117702,1,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",7.524,5,East,1,20.9,Home Office,Standard Class,Maryland,Furnishings,2017,Qtr 4,December,4
Furniture,Baltimore,United States,MG-17890,Michael Granlund,0,2015-07-16 00:00:00,CA-2015-146948,1,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",43.7842,1,East,1,150.98,Home Office,Standard Class,Maryland,Chairs,2015,Qtr 3,July,20
Furniture,Baltimore,United States,MS-17830,Melanie Seite,0.3,2016-10-04 00:00:00,CA-2016-131296,1,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",-23.9372,2,East,1,239.372,Consumer,Standard Class,Maryland,Tables,2016,Qtr 4,October,9
Furniture,Bangor,United States,LA-16780,Laura Armstrong,0,2016-09-17 00:00:00,CA-2016-164091,1,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",33.9388,2,East,1,109.48,Corporate,Standard Class,Maine,Furnishings,2016,Qtr 3,September,22
Furniture,Beaumont,United States,SC-20305,Sean Christensen,0.6,2014-12-16 00:00:00,CA-2014-113257,1,FUR-FU-10001706,Longer-Life Soft White Bulbs,-2.5872,7,Central,1,8.624,Consumer,Second Class,Texas,Furnishings,2014,Qtr 4,December,18
Furniture,Belleville,United States,JD-15790,John Dryer,0,2016-02-16 00:00:00,CA-2016-134138,1,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,36.4736,2,East,1,227.96,Consumer,Standard Class,New Jersey,Chairs,2016,Qtr 1,February,20
Furniture,Belleville,United States,JD-15895,Jonathan Doherty,0,2016-10-28 00:00:00,CA-2016-142545,1,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",38.024,4,East,1,77.6,Corporate,Standard Class,New Jersey,Furnishings,2016,Qtr 4,November,3
Furniture,Bellevue,United States,RD-19900,Ruben Dartt,0,2015-05-26 00:00:00,CA-2015-148964,1,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",7.8936,1,West,1,20.24,Consumer,Standard Class,Washington,Furnishings,2015,Qtr 2,May,31
Furniture,Bellingham,United States,SF-20200,Sarah Foster,0,2017-11-01 00:00:00,CA-2017-123967,1,FUR-TA-10003954,Hon 94000 Series Round Tables,239.9058,9,West,1,2665.62,Consumer,Second Class,Washington,Tables,2017,Qtr 4,November,3
Furniture,Bethlehem,United States,AH-10195,Alan Haines,0.3,2015-03-05 00:00:00,CA-2015-125185,1,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",-7.098,2,East,1,99.372,Corporate,Second Class,Pennsylvania,Chairs,2015,Qtr 1,March,7
Furniture,Bethlehem,United States,AH-10195,Alan Haines,0.2,2015-03-05 00:00:00,CA-2015-125185,1,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,-5.4548,2,East,1,33.568,Corporate,Second Class,Pennsylvania,Furnishings,2015,Qtr 1,March,7
Furniture,Bethlehem,United States,OT-18730,Olvera Toch,0.5,2016-07-28 00:00:00,CA-2016-107783,1,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",-78.078,5,East,1,177.45,Consumer,First Class,Pennsylvania,Bookcases,2016,Qtr 3,July,29
Furniture,Bloomington,United States,MC-18100,Mick Crebagga,0.6,2015-12-17 00:00:00,US-2015-129637,1,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",-19.7372,2,Central,1,41.552,Consumer,Standard Class,Illinois,Furnishings,2015,Qtr 4,December,22
Furniture,Bloomington,United States,PF-19165,Philip Fox,0.5,2014-09-20 00:00:00,US-2014-134614,1,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,-407.682,6,Central,1,617.7,Consumer,Standard Class,Illinois,Tables,2014,Qtr 3,September,25
